***************** properties *****************
"dotransactions"="true"
"operationcount"="1500000"
"readproportion"="0"
"readallfields"="true"
"workload"="core"
"requestdistribution"="uniform"
"scanproportion"="0"
"recordcount"="1200000"
"tikv.pd"="10.0.0.13:2379"
"threadcount"="16"
"updateproportion"="1"
"insertproportion"="0"
**********************************************
UPDATE - Takes(s): 9.9, Count: 36992, OPS: 3740.9, Avg(us): 4313, Min(us): 842, Max(us): 122165, 99th(us): 14000, 99.9th(us): 34000, 99.99th(us): 122000
UPDATE - Takes(s): 19.9, Count: 78454, OPS: 3944.7, Avg(us): 4067, Min(us): 747, Max(us): 122165, 99th(us): 13000, 99.9th(us): 35000, 99.99th(us): 121000
UPDATE - Takes(s): 29.9, Count: 119764, OPS: 4007.0, Avg(us): 3996, Min(us): 740, Max(us): 122165, 99th(us): 13000, 99.9th(us): 31000, 99.99th(us): 114000
UPDATE - Takes(s): 39.9, Count: 160095, OPS: 4013.5, Avg(us): 3986, Min(us): 709, Max(us): 122165, 99th(us): 13000, 99.9th(us): 29000, 99.99th(us): 112000
UPDATE - Takes(s): 49.9, Count: 200227, OPS: 4013.5, Avg(us): 3983, Min(us): 709, Max(us): 123356, 99th(us): 13000, 99.9th(us): 30000, 99.99th(us): 114000
UPDATE - Takes(s): 59.9, Count: 241128, OPS: 4026.3, Avg(us): 3969, Min(us): 709, Max(us): 123356, 99th(us): 13000, 99.9th(us): 29000, 99.99th(us): 112000
UPDATE - Takes(s): 69.9, Count: 282623, OPS: 4043.9, Avg(us): 3951, Min(us): 709, Max(us): 123356, 99th(us): 13000, 99.9th(us): 29000, 99.99th(us): 112000
UPDATE - Takes(s): 79.9, Count: 323301, OPS: 4046.9, Avg(us): 3947, Min(us): 709, Max(us): 124498, 99th(us): 13000, 99.9th(us): 30000, 99.99th(us): 78000
UPDATE - Takes(s): 89.9, Count: 365474, OPS: 4065.9, Avg(us): 3928, Min(us): 709, Max(us): 124498, 99th(us): 13000, 99.9th(us): 29000, 99.99th(us): 86000
UPDATE - Takes(s): 99.9, Count: 408292, OPS: 4087.5, Avg(us): 3906, Min(us): 709, Max(us): 124498, 99th(us): 13000, 99.9th(us): 29000, 99.99th(us): 79000
UPDATE - Takes(s): 109.9, Count: 447532, OPS: 4072.6, Avg(us): 3920, Min(us): 709, Max(us): 143911, 99th(us): 13000, 99.9th(us): 31000, 99.99th(us): 96000
