***************** properties *****************
"operationcount"="500000"
"readproportion"="0"
"insertproportion"="0"
"dotransactions"="true"
"threadcount"="1"
"requestdistribution"="zipfian"
"scanproportion"="0"
"workload"="core"
"updateproportion"="1"
"tikv.pd"="10.0.0.22:2379"
"recordcount"="500000"
"readallfields"="true"
**********************************************
UPDATE - Takes(s): 9.8, Count: 792, OPS: 80.8, Avg(us): 12594, Min(us): 7150, Max(us): 268700, 99th(us): 19000, 99.9th(us): 269000, 99.99th(us): 269000
UPDATE - Takes(s): 19.8, Count: 1650, OPS: 83.3, Avg(us): 12090, Min(us): 6983, Max(us): 268700, 99th(us): 19000, 99.9th(us): 204000, 99.99th(us): 269000
UPDATE - Takes(s): 29.8, Count: 2506, OPS: 84.1, Avg(us): 11948, Min(us): 6983, Max(us): 268700, 99th(us): 19000, 99.9th(us): 38000, 99.99th(us): 269000
UPDATE - Takes(s): 39.8, Count: 3350, OPS: 84.2, Avg(us): 11915, Min(us): 6983, Max(us): 268700, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 269000
UPDATE - Takes(s): 49.8, Count: 4220, OPS: 84.7, Avg(us): 11825, Min(us): 6983, Max(us): 268700, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 269000
UPDATE - Takes(s): 59.8, Count: 5095, OPS: 85.2, Avg(us): 11752, Min(us): 6734, Max(us): 268700, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 269000
UPDATE - Takes(s): 69.8, Count: 5976, OPS: 85.6, Avg(us): 11690, Min(us): 6734, Max(us): 268700, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 269000
UPDATE - Takes(s): 79.8, Count: 6813, OPS: 85.4, Avg(us): 11718, Min(us): 6734, Max(us): 268700, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 269000
UPDATE - Takes(s): 89.8, Count: 7628, OPS: 84.9, Avg(us): 11775, Min(us): 6734, Max(us): 268700, 99th(us): 20000, 99.9th(us): 31000, 99.99th(us): 269000
UPDATE - Takes(s): 99.8, Count: 8463, OPS: 84.8, Avg(us): 11793, Min(us): 6734, Max(us): 268700, 99th(us): 20000, 99.9th(us): 30000, 99.99th(us): 269000
UPDATE - Takes(s): 109.8, Count: 9339, OPS: 85.1, Avg(us): 11755, Min(us): 6734, Max(us): 268700, 99th(us): 20000, 99.9th(us): 31000, 99.99th(us): 269000
