***************** properties *****************
"readproportion"="0"
"readallfields"="true"
"scanproportion"="0"
"requestdistribution"="zipfian"
"recordcount"="1200000"
"operationcount"="5000000"
"dotransactions"="true"
"tikv.pd"="10.0.0.5:2379"
"workload"="core"
"updateproportion"="1"
"insertproportion"="0"
"threadcount"="512"
**********************************************
UPDATE - Takes(s): 9.4, Count: 4093, OPS: 433.6, Avg(us): 1177474, Min(us): 9471, Max(us): 3969692, 99th(us): 2995000, 99.9th(us): 3897000, 99.99th(us): 3970000
UPDATE - Takes(s): 19.4, Count: 8370, OPS: 430.6, Avg(us): 1184758, Min(us): 9471, Max(us): 4008961, 99th(us): 3007000, 99.9th(us): 3971000, 99.99th(us): 4009000
UPDATE - Takes(s): 29.4, Count: 12689, OPS: 431.0, Avg(us): 1191424, Min(us): 8525, Max(us): 4925091, 99th(us): 3891000, 99.9th(us): 3974000, 99.99th(us): 4898000
UPDATE - Takes(s): 39.4, Count: 17590, OPS: 446.0, Avg(us): 1152549, Min(us): 8525, Max(us): 4925091, 99th(us): 3024000, 99.9th(us): 3972000, 99.99th(us): 4898000
UPDATE - Takes(s): 49.4, Count: 22277, OPS: 450.6, Avg(us): 1136871, Min(us): 8525, Max(us): 4925091, 99th(us): 3009000, 99.9th(us): 3971000, 99.99th(us): 4009000
UPDATE - Takes(s): 59.4, Count: 27134, OPS: 456.5, Avg(us): 1120611, Min(us): 8525, Max(us): 4925091, 99th(us): 3003000, 99.9th(us): 3967000, 99.99th(us): 4009000
UPDATE - Takes(s): 69.4, Count: 31952, OPS: 460.1, Avg(us): 1112449, Min(us): 8525, Max(us): 4925091, 99th(us): 3002000, 99.9th(us): 3965000, 99.99th(us): 4009000
UPDATE - Takes(s): 79.4, Count: 37058, OPS: 466.5, Avg(us): 1097558, Min(us): 8525, Max(us): 4925091, 99th(us): 2998000, 99.9th(us): 3959000, 99.99th(us): 4009000
UPDATE - Takes(s): 89.4, Count: 41982, OPS: 469.4, Avg(us): 1090632, Min(us): 7944, Max(us): 4925091, 99th(us): 2997000, 99.9th(us): 3956000, 99.99th(us): 3990000
UPDATE - Takes(s): 99.4, Count: 47271, OPS: 475.4, Avg(us): 1079539, Min(us): 7944, Max(us): 4925091, 99th(us): 2994000, 99.9th(us): 3955000, 99.99th(us): 3990000
UPDATE - Takes(s): 109.4, Count: 52324, OPS: 478.1, Avg(us): 1069976, Min(us): 7221, Max(us): 4925091, 99th(us): 2991000, 99.9th(us): 3953000, 99.99th(us): 3987000
