***************** properties *****************
"requestdistribution"="uniform"
"recordcount"="500000"
"dotransactions"="true"
"operationcount"="500000"
"insertproportion"="0"
"readallfields"="true"
"tikv.pd"="10.0.0.5:2379"
"updateproportion"="1"
"scanproportion"="0"
"workload"="core"
"readproportion"="0"
**********************************************
UPDATE - Takes(s): 9.8, Count: 6142, OPS: 626.5, Avg(us): 1614, Min(us): 979, Max(us): 197540, 99th(us): 7000, 99.9th(us): 29000, 99.99th(us): 198000
UPDATE - Takes(s): 19.8, Count: 12212, OPS: 616.7, Avg(us): 1623, Min(us): 935, Max(us): 197540, 99th(us): 8000, 99.9th(us): 23000, 99.99th(us): 35000
UPDATE - Takes(s): 29.8, Count: 17846, OPS: 598.8, Avg(us): 1667, Min(us): 935, Max(us): 197540, 99th(us): 9000, 99.9th(us): 27000, 99.99th(us): 46000
UPDATE - Takes(s): 39.8, Count: 23617, OPS: 593.4, Avg(us): 1679, Min(us): 935, Max(us): 197540, 99th(us): 9000, 99.9th(us): 26000, 99.99th(us): 35000
UPDATE - Takes(s): 49.8, Count: 29402, OPS: 590.4, Avg(us): 1686, Min(us): 935, Max(us): 197540, 99th(us): 10000, 99.9th(us): 25000, 99.99th(us): 35000
UPDATE - Takes(s): 59.8, Count: 35233, OPS: 589.2, Avg(us): 1688, Min(us): 935, Max(us): 197540, 99th(us): 10000, 99.9th(us): 24000, 99.99th(us): 35000
UPDATE - Takes(s): 69.8, Count: 40951, OPS: 586.7, Avg(us): 1695, Min(us): 935, Max(us): 197540, 99th(us): 10000, 99.9th(us): 24000, 99.99th(us): 34000
UPDATE - Takes(s): 79.8, Count: 46695, OPS: 585.1, Avg(us): 1699, Min(us): 935, Max(us): 197540, 99th(us): 10000, 99.9th(us): 24000, 99.99th(us): 34000
UPDATE - Takes(s): 89.8, Count: 52702, OPS: 586.9, Avg(us): 1693, Min(us): 935, Max(us): 197540, 99th(us): 10000, 99.9th(us): 24000, 99.99th(us): 33000
UPDATE - Takes(s): 99.8, Count: 58731, OPS: 588.5, Avg(us): 1688, Min(us): 935, Max(us): 197540, 99th(us): 10000, 99.9th(us): 24000, 99.99th(us): 33000
UPDATE - Takes(s): 109.8, Count: 64690, OPS: 589.1, Avg(us): 1685, Min(us): 912, Max(us): 197540, 99th(us): 10000, 99.9th(us): 24000, 99.99th(us): 35000
UPDATE - Takes(s): 119.8, Count: 70883, OPS: 591.7, Avg(us): 1678, Min(us): 912, Max(us): 197540, 99th(us): 10000, 99.9th(us): 23000, 99.99th(us): 34000
UPDATE - Takes(s): 129.8, Count: 77004, OPS: 593.2, Avg(us): 1673, Min(us): 912, Max(us): 197540, 99th(us): 10000, 99.9th(us): 23000, 99.99th(us): 35000
