***************** properties *****************
"operationcount"="500000"
"readproportion"="0"
"updateproportion"="1"
"workload"="core"
"scanproportion"="0"
"insertproportion"="0"
"tikv.pd"="10.0.0.5:2379"
"recordcount"="500000"
"requestdistribution"="uniform"
"dotransactions"="true"
"readallfields"="true"
**********************************************
UPDATE - Takes(s): 9.8, Count: 499, OPS: 50.9, Avg(us): 20004, Min(us): 6400, Max(us): 241056, 99th(us): 40000, 99.9th(us): 242000, 99.99th(us): 242000
UPDATE - Takes(s): 19.8, Count: 1111, OPS: 56.1, Avg(us): 17958, Min(us): 6400, Max(us): 241056, 99th(us): 39000, 99.9th(us): 203000, 99.99th(us): 242000
UPDATE - Takes(s): 29.8, Count: 1756, OPS: 58.9, Avg(us): 17049, Min(us): 6345, Max(us): 241056, 99th(us): 39000, 99.9th(us): 203000, 99.99th(us): 242000
UPDATE - Takes(s): 39.8, Count: 2420, OPS: 60.8, Avg(us): 16502, Min(us): 6292, Max(us): 241056, 99th(us): 39000, 99.9th(us): 48000, 99.99th(us): 242000
UPDATE - Takes(s): 49.8, Count: 3106, OPS: 62.4, Avg(us): 16073, Min(us): 6156, Max(us): 241056, 99th(us): 39000, 99.9th(us): 48000, 99.99th(us): 242000
UPDATE - Takes(s): 59.8, Count: 3786, OPS: 63.3, Avg(us): 15831, Min(us): 6156, Max(us): 241056, 99th(us): 39000, 99.9th(us): 48000, 99.99th(us): 242000
UPDATE - Takes(s): 69.8, Count: 4506, OPS: 64.6, Avg(us): 15516, Min(us): 6156, Max(us): 241056, 99th(us): 38000, 99.9th(us): 46000, 99.99th(us): 242000
UPDATE - Takes(s): 79.8, Count: 5228, OPS: 65.5, Avg(us): 15287, Min(us): 6093, Max(us): 241056, 99th(us): 38000, 99.9th(us): 48000, 99.99th(us): 242000
UPDATE - Takes(s): 89.8, Count: 5977, OPS: 66.6, Avg(us): 15041, Min(us): 6052, Max(us): 241056, 99th(us): 38000, 99.9th(us): 49000, 99.99th(us): 242000
UPDATE - Takes(s): 99.8, Count: 6777, OPS: 67.9, Avg(us): 14739, Min(us): 6052, Max(us): 241056, 99th(us): 38000, 99.9th(us): 48000, 99.99th(us): 203000
UPDATE - Takes(s): 109.8, Count: 7585, OPS: 69.1, Avg(us): 14486, Min(us): 6052, Max(us): 241056, 99th(us): 38000, 99.9th(us): 48000, 99.99th(us): 242000
