***************** properties *****************
"requestdistribution"="zipfian"
"readproportion"="0"
"scanproportion"="0"
"threadcount"="512"
"insertproportion"="0"
"readallfields"="true"
"tikv.pd"="10.0.0.22:2379"
"dotransactions"="true"
"updateproportion"="1"
"workload"="core"
"recordcount"="1200000"
"operationcount"="5000000"
**********************************************
UPDATE - Takes(s): 9.5, Count: 67968, OPS: 7126.3, Avg(us): 74864, Min(us): 14890, Max(us): 708974, 99th(us): 267000, 99.9th(us): 673000, 99.99th(us): 703000
UPDATE - Takes(s): 19.5, Count: 126651, OPS: 6482.4, Avg(us): 80712, Min(us): 13012, Max(us): 1101701, 99th(us): 475000, 99.9th(us): 1005000, 99.99th(us): 1071000
UPDATE - Takes(s): 29.5, Count: 193850, OPS: 6562.8, Avg(us): 77787, Min(us): 13012, Max(us): 1101701, 99th(us): 448000, 99.9th(us): 994000, 99.99th(us): 1065000
UPDATE - Takes(s): 39.5, Count: 244832, OPS: 6192.4, Avg(us): 83539, Min(us): 13012, Max(us): 1101701, 99th(us): 449000, 99.9th(us): 984000, 99.99th(us): 1063000
UPDATE - Takes(s): 49.5, Count: 312110, OPS: 6300.5, Avg(us): 81929, Min(us): 10700, Max(us): 1101701, 99th(us): 432000, 99.9th(us): 974000, 99.99th(us): 1056000
UPDATE - Takes(s): 59.5, Count: 386300, OPS: 6488.3, Avg(us): 79449, Min(us): 10700, Max(us): 1101701, 99th(us): 310000, 99.9th(us): 944000, 99.99th(us): 1042000
UPDATE - Takes(s): 69.5, Count: 444947, OPS: 6398.6, Avg(us): 80486, Min(us): 10700, Max(us): 1101701, 99th(us): 401000, 99.9th(us): 935000, 99.99th(us): 1043000
UPDATE - Takes(s): 79.5, Count: 516097, OPS: 6488.7, Avg(us): 79303, Min(us): 10700, Max(us): 1101701, 99th(us): 371000, 99.9th(us): 833000, 99.99th(us): 1039000
UPDATE - Takes(s): 89.5, Count: 585292, OPS: 6536.6, Avg(us): 78675, Min(us): 10700, Max(us): 1101701, 99th(us): 352000, 99.9th(us): 822000, 99.99th(us): 1028000
UPDATE - Takes(s): 99.5, Count: 656831, OPS: 6598.8, Avg(us): 77898, Min(us): 10700, Max(us): 1101701, 99th(us): 312000, 99.9th(us): 814000, 99.99th(us): 1018000
UPDATE - Takes(s): 109.5, Count: 689588, OPS: 6295.0, Avg(us): 81617, Min(us): 9861, Max(us): 1101701, 99th(us): 335000, 99.9th(us): 820000, 99.99th(us): 1013000
