***************** properties *****************
"threadcount"="1"
"operationcount"="500000"
"requestdistribution"="zipfian"
"dotransactions"="true"
"workload"="core"
"recordcount"="500000"
"readproportion"="0"
"scanproportion"="0"
"readallfields"="true"
"updateproportion"="1"
"insertproportion"="0"
"tikv.pd"="10.0.0.9:2379"
**********************************************
UPDATE - Takes(s): 9.8, Count: 806, OPS: 82.0, Avg(us): 12377, Min(us): 6683, Max(us): 231587, 99th(us): 46000, 99.9th(us): 232000, 99.99th(us): 232000
UPDATE - Takes(s): 19.8, Count: 1537, OPS: 77.5, Avg(us): 12984, Min(us): 6456, Max(us): 330737, 99th(us): 53000, 99.9th(us): 232000, 99.99th(us): 331000
UPDATE - Takes(s): 29.8, Count: 2226, OPS: 74.6, Avg(us): 13450, Min(us): 6456, Max(us): 330737, 99th(us): 53000, 99.9th(us): 177000, 99.99th(us): 331000
UPDATE - Takes(s): 39.8, Count: 2856, OPS: 71.7, Avg(us): 13981, Min(us): 6456, Max(us): 330737, 99th(us): 58000, 99.9th(us): 177000, 99.99th(us): 331000
UPDATE - Takes(s): 49.8, Count: 3465, OPS: 69.5, Avg(us): 14405, Min(us): 6456, Max(us): 330737, 99th(us): 60000, 99.9th(us): 177000, 99.99th(us): 331000
UPDATE - Takes(s): 59.8, Count: 4103, OPS: 68.6, Avg(us): 14593, Min(us): 6422, Max(us): 330737, 99th(us): 60000, 99.9th(us): 176000, 99.99th(us): 331000
UPDATE - Takes(s): 69.8, Count: 4743, OPS: 67.9, Avg(us): 14733, Min(us): 6422, Max(us): 330737, 99th(us): 61000, 99.9th(us): 177000, 99.99th(us): 331000
UPDATE - Takes(s): 79.8, Count: 5311, OPS: 66.5, Avg(us): 15034, Min(us): 6422, Max(us): 330737, 99th(us): 60000, 99.9th(us): 177000, 99.99th(us): 331000
UPDATE - Takes(s): 89.8, Count: 5766, OPS: 64.2, Avg(us): 15584, Min(us): 6422, Max(us): 330737, 99th(us): 62000, 99.9th(us): 199000, 99.99th(us): 331000
UPDATE - Takes(s): 99.8, Count: 6210, OPS: 62.2, Avg(us): 16076, Min(us): 6422, Max(us): 330737, 99th(us): 64000, 99.9th(us): 177000, 99.99th(us): 331000
UPDATE - Takes(s): 109.8, Count: 6676, OPS: 60.8, Avg(us): 16449, Min(us): 6382, Max(us): 330737, 99th(us): 65000, 99.9th(us): 177000, 99.99th(us): 331000
