***************** properties *****************
"requestdistribution"="zipfian"
"dotransactions"="true"
"recordcount"="1200000"
"operationcount"="5000000"
"readproportion"="0"
"tikv.pd"="10.0.0.5:2379"
"workload"="core"
"scanproportion"="0"
"updateproportion"="1"
"insertproportion"="0"
"threadcount"="512"
"readallfields"="true"
**********************************************
UPDATE - Takes(s): 9.7, Count: 69929, OPS: 7198.3, Avg(us): 72922, Min(us): 18395, Max(us): 416649, 99th(us): 150000, 99.9th(us): 347000, 99.99th(us): 399000
UPDATE - Takes(s): 19.7, Count: 130635, OPS: 6626.2, Avg(us): 78234, Min(us): 17973, Max(us): 1093157, 99th(us): 585000, 99.9th(us): 1016000, 99.99th(us): 1066000
UPDATE - Takes(s): 29.7, Count: 188874, OPS: 6356.2, Avg(us): 81172, Min(us): 13577, Max(us): 1357748, 99th(us): 655000, 99.9th(us): 1268000, 99.99th(us): 1338000
UPDATE - Takes(s): 39.7, Count: 233350, OPS: 5875.6, Avg(us): 87644, Min(us): 13180, Max(us): 1357748, 99th(us): 657000, 99.9th(us): 1262000, 99.99th(us): 1314000
UPDATE - Takes(s): 49.7, Count: 292004, OPS: 5873.5, Avg(us): 87575, Min(us): 11944, Max(us): 1357748, 99th(us): 803000, 99.9th(us): 1285000, 99.99th(us): 1326000
UPDATE - Takes(s): 59.7, Count: 355582, OPS: 5954.7, Avg(us): 86313, Min(us): 9934, Max(us): 1357748, 99th(us): 730000, 99.9th(us): 1280000, 99.99th(us): 1319000
UPDATE - Takes(s): 69.7, Count: 402750, OPS: 5777.1, Avg(us): 88856, Min(us): 9934, Max(us): 1408234, 99th(us): 784000, 99.9th(us): 1350000, 99.99th(us): 1397000
UPDATE - Takes(s): 79.7, Count: 466696, OPS: 5854.6, Avg(us): 87665, Min(us): 8371, Max(us): 1408234, 99th(us): 757000, 99.9th(us): 1339000, 99.99th(us): 1397000
UPDATE - Takes(s): 89.7, Count: 520934, OPS: 5806.5, Avg(us): 88401, Min(us): 7903, Max(us): 1408234, 99th(us): 781000, 99.9th(us): 1347000, 99.99th(us): 1397000
UPDATE - Takes(s): 99.7, Count: 582419, OPS: 5840.8, Avg(us): 87854, Min(us): 7903, Max(us): 1572157, 99th(us): 778000, 99.9th(us): 1365000, 99.99th(us): 1555000
UPDATE - Takes(s): 109.7, Count: 640833, OPS: 5840.9, Avg(us): 87741, Min(us): 7903, Max(us): 1572157, 99th(us): 801000, 99.9th(us): 1365000, 99.99th(us): 1549000
