***************** properties *****************
"workload"="core"
"readproportion"="0"
"dotransactions"="true"
"insertproportion"="0"
"requestdistribution"="zipfian"
"tikv.pd"="10.0.0.22:2379"
"readallfields"="true"
"updateproportion"="1"
"recordcount"="1200000"
"threadcount"="512"
"operationcount"="5000000"
"scanproportion"="0"
**********************************************
UPDATE - Takes(s): 9.4, Count: 129, OPS: 13.7, Avg(us): 512967, Min(us): 11735, Max(us): 1352348, 99th(us): 1342000, 99.9th(us): 1353000, 99.99th(us): 1353000
UPDATE - Takes(s): 19.4, Count: 1004, OPS: 51.7, Avg(us): 5778383, Min(us): 9445, Max(us): 11284149, 99th(us): 11279000, 99.9th(us): 11282000, 99.99th(us): 11285000
UPDATE - Takes(s): 29.4, Count: 1760, OPS: 59.8, Avg(us): 5673206, Min(us): 7477, Max(us): 19327453, 99th(us): 11276000, 99.9th(us): 11285000, 99.99th(us): 19328000
UPDATE - Takes(s): 39.4, Count: 2528, OPS: 64.1, Avg(us): 6199855, Min(us): 7477, Max(us): 20277160, 99th(us): 20238000, 99.9th(us): 20277000, 99.99th(us): 20278000
UPDATE - Takes(s): 49.4, Count: 2897, OPS: 58.6, Avg(us): 6404228, Min(us): 7477, Max(us): 20439101, 99th(us): 20419000, 99.9th(us): 20439000, 99.99th(us): 20440000
UPDATE - Takes(s): 59.4, Count: 3766, OPS: 63.4, Avg(us): 7108683, Min(us): 7477, Max(us): 20714582, 99th(us): 20439000, 99.9th(us): 20712000, 99.99th(us): 20715000
UPDATE - Takes(s): 69.4, Count: 5302, OPS: 76.4, Avg(us): 6499023, Min(us): 7477, Max(us): 20714582, 99th(us): 20425000, 99.9th(us): 20711000, 99.99th(us): 20715000
UPDATE - Takes(s): 79.4, Count: 6592, OPS: 83.0, Avg(us): 5991303, Min(us): 7158, Max(us): 20714582, 99th(us): 20417000, 99.9th(us): 20711000, 99.99th(us): 20715000
UPDATE - Takes(s): 89.4, Count: 7142, OPS: 79.9, Avg(us): 6215174, Min(us): 7158, Max(us): 20714582, 99th(us): 20396000, 99.9th(us): 20710000, 99.99th(us): 20715000
UPDATE - Takes(s): 99.4, Count: 8739, OPS: 87.9, Avg(us): 5821650, Min(us): 7158, Max(us): 20714582, 99th(us): 20277000, 99.9th(us): 20702000, 99.99th(us): 20715000
UPDATE - Takes(s): 109.4, Count: 8905, OPS: 81.4, Avg(us): 5721397, Min(us): 7158, Max(us): 20714582, 99th(us): 20276000, 99.9th(us): 20702000, 99.99th(us): 20715000
UPDATE - Takes(s): 119.4, Count: 11329, OPS: 94.9, Avg(us): 5319996, Min(us): 7158, Max(us): 20714582, 99th(us): 20236000, 99.9th(us): 20692000, 99.99th(us): 20713000
UPDATE - Takes(s): 129.4, Count: 11728, OPS: 90.6, Avg(us): 5338749, Min(us): 7158, Max(us): 20714582, 99th(us): 20234000, 99.9th(us): 20692000, 99.99th(us): 20713000
UPDATE - Takes(s): 139.4, Count: 12751, OPS: 91.5, Avg(us): 5373194, Min(us): 7158, Max(us): 20714582, 99th(us): 20226000, 99.9th(us): 20689000, 99.99th(us): 20713000
UPDATE - Takes(s): 149.4, Count: 14217, OPS: 95.1, Avg(us): 5258932, Min(us): 7158, Max(us): 20714582, 99th(us): 20217000, 99.9th(us): 20684000, 99.99th(us): 20713000
UPDATE - Takes(s): 159.4, Count: 15206, OPS: 95.4, Avg(us): 5203369, Min(us): 7158, Max(us): 20714582, 99th(us): 20209000, 99.9th(us): 20679000, 99.99th(us): 20713000
UPDATE - Takes(s): 169.4, Count: 18074, OPS: 106.7, Avg(us): 4666947, Min(us): 7158, Max(us): 20714582, 99th(us): 20204000, 99.9th(us): 20674000, 99.99th(us): 20713000
UPDATE - Takes(s): 179.4, Count: 18773, OPS: 104.6, Avg(us): 4714903, Min(us): 7158, Max(us): 20714582, 99th(us): 20202000, 99.9th(us): 20674000, 99.99th(us): 20713000
