***************** properties *****************
"updateproportion"="1"
"readallfields"="true"
"readproportion"="0"
"dotransactions"="true"
"threadcount"="512"
"recordcount"="1200000"
"workload"="core"
"insertproportion"="0"
"operationcount"="5000000"
"requestdistribution"="zipfian"
"tikv.pd"="10.0.0.9:2379"
"scanproportion"="0"
**********************************************
UPDATE - Takes(s): 9.8, Count: 72660, OPS: 7452.0, Avg(us): 68429, Min(us): 21994, Max(us): 377510, 99th(us): 134000, 99.9th(us): 350000, 99.99th(us): 375000
UPDATE - Takes(s): 19.8, Count: 141024, OPS: 7140.4, Avg(us): 72469, Min(us): 14229, Max(us): 1052566, 99th(us): 294000, 99.9th(us): 1014000, 99.99th(us): 1050000
UPDATE - Takes(s): 29.8, Count: 200382, OPS: 6735.4, Avg(us): 76313, Min(us): 14229, Max(us): 1052566, 99th(us): 329000, 99.9th(us): 1011000, 99.99th(us): 1049000
UPDATE - Takes(s): 39.8, Count: 267538, OPS: 6730.4, Avg(us): 76460, Min(us): 14229, Max(us): 1052566, 99th(us): 295000, 99.9th(us): 1006000, 99.99th(us): 1029000
UPDATE - Takes(s): 49.8, Count: 336340, OPS: 6760.5, Avg(us): 76043, Min(us): 14229, Max(us): 1052566, 99th(us): 331000, 99.9th(us): 997000, 99.99th(us): 1028000
UPDATE - Takes(s): 59.8, Count: 412576, OPS: 6904.6, Avg(us): 74400, Min(us): 14229, Max(us): 1052566, 99th(us): 297000, 99.9th(us): 994000, 99.99th(us): 1027000
UPDATE - Takes(s): 69.8, Count: 485625, OPS: 6962.3, Avg(us): 73748, Min(us): 14229, Max(us): 1052566, 99th(us): 288000, 99.9th(us): 923000, 99.99th(us): 1026000
UPDATE - Takes(s): 79.8, Count: 552584, OPS: 6928.9, Avg(us): 74089, Min(us): 14229, Max(us): 1052566, 99th(us): 305000, 99.9th(us): 891000, 99.99th(us): 1024000
UPDATE - Takes(s): 89.8, Count: 627439, OPS: 6990.9, Avg(us): 73399, Min(us): 14229, Max(us): 1052566, 99th(us): 295000, 99.9th(us): 877000, 99.99th(us): 1019000
UPDATE - Takes(s): 99.8, Count: 672765, OPS: 6744.5, Avg(us): 76054, Min(us): 14229, Max(us): 1052566, 99th(us): 314000, 99.9th(us): 877000, 99.99th(us): 1019000
UPDATE - Takes(s): 109.8, Count: 735738, OPS: 6703.7, Avg(us): 76519, Min(us): 14229, Max(us): 1052566, 99th(us): 306000, 99.9th(us): 876000, 99.99th(us): 1018000
