***************** properties *****************
"readallfields"="true"
"tikv.pd"="10.0.0.5:2379"
"dotransactions"="true"
"workload"="core"
"updateproportion"="1"
"insertproportion"="0"
"recordcount"="500000"
"operationcount"="500000"
"scanproportion"="0"
"requestdistribution"="uniform"
"readproportion"="0"
**********************************************
UPDATE - Takes(s): 9.9, Count: 5422, OPS: 549.9, Avg(us): 1829, Min(us): 940, Max(us): 139501, 99th(us): 4000, 99.9th(us): 11000, 99.99th(us): 140000
UPDATE - Takes(s): 19.9, Count: 11678, OPS: 588.0, Avg(us): 1698, Min(us): 910, Max(us): 139501, 99th(us): 4000, 99.9th(us): 10000, 99.99th(us): 56000
UPDATE - Takes(s): 29.9, Count: 18038, OPS: 604.1, Avg(us): 1648, Min(us): 857, Max(us): 139501, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 56000
UPDATE - Takes(s): 39.9, Count: 24120, OPS: 605.1, Avg(us): 1643, Min(us): 857, Max(us): 139501, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 52000
UPDATE - Takes(s): 49.9, Count: 30605, OPS: 613.8, Avg(us): 1617, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 52000
UPDATE - Takes(s): 59.9, Count: 36699, OPS: 613.1, Avg(us): 1620, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 55000
UPDATE - Takes(s): 69.9, Count: 42401, OPS: 606.9, Avg(us): 1636, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 52000
UPDATE - Takes(s): 79.9, Count: 48576, OPS: 608.3, Avg(us): 1632, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 52000
UPDATE - Takes(s): 89.9, Count: 54286, OPS: 604.1, Avg(us): 1643, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 47000
UPDATE - Takes(s): 99.9, Count: 60668, OPS: 607.5, Avg(us): 1633, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 13000, 99.99th(us): 47000
UPDATE - Takes(s): 109.9, Count: 66282, OPS: 603.3, Avg(us): 1644, Min(us): 857, Max(us): 249524, 99th(us): 4000, 99.9th(us): 12000, 99.99th(us): 47000
