***************** properties *****************
"requestdistribution"="uniform"
"tikv.pd"="10.0.0.5:2379"
"dotransactions"="true"
"readproportion"="0"
"recordcount"="500000"
"updateproportion"="1"
"scanproportion"="0"
"readallfields"="true"
"insertproportion"="0"
"workload"="core"
"operationcount"="500000"
**********************************************
UPDATE - Takes(s): 9.8, Count: 4973, OPS: 509.1, Avg(us): 1995, Min(us): 1115, Max(us): 231105, 99th(us): 12000, 99.9th(us): 29000, 99.99th(us): 232000
UPDATE - Takes(s): 19.8, Count: 10153, OPS: 513.6, Avg(us): 1954, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 41000
UPDATE - Takes(s): 29.8, Count: 15286, OPS: 513.5, Avg(us): 1947, Min(us): 982, Max(us): 231105, 99th(us): 13000, 99.9th(us): 23000, 99.99th(us): 44000
UPDATE - Takes(s): 39.8, Count: 20517, OPS: 515.9, Avg(us): 1934, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 42000
UPDATE - Takes(s): 49.8, Count: 25728, OPS: 516.9, Avg(us): 1928, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 42000
UPDATE - Takes(s): 59.8, Count: 30862, OPS: 516.4, Avg(us): 1929, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 42000
UPDATE - Takes(s): 69.8, Count: 35981, OPS: 515.7, Avg(us): 1930, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 42000
UPDATE - Takes(s): 79.8, Count: 41232, OPS: 516.9, Avg(us): 1924, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 41000
UPDATE - Takes(s): 89.8, Count: 46425, OPS: 517.2, Avg(us): 1923, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 42000
UPDATE - Takes(s): 99.8, Count: 51641, OPS: 517.6, Avg(us): 1921, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 23000, 99.99th(us): 39000
UPDATE - Takes(s): 109.8, Count: 56767, OPS: 517.1, Avg(us): 1922, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 24000, 99.99th(us): 41000
UPDATE - Takes(s): 119.8, Count: 61954, OPS: 517.3, Avg(us): 1921, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 41000
UPDATE - Takes(s): 129.8, Count: 67179, OPS: 517.7, Avg(us): 1920, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 24000, 99.99th(us): 42000
UPDATE - Takes(s): 139.8, Count: 72352, OPS: 517.7, Avg(us): 1919, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 42000
UPDATE - Takes(s): 149.8, Count: 77540, OPS: 517.7, Avg(us): 1919, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 44000
UPDATE - Takes(s): 159.8, Count: 82502, OPS: 516.4, Avg(us): 1924, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 53000
UPDATE - Takes(s): 169.8, Count: 87621, OPS: 516.1, Avg(us): 1925, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 53000
UPDATE - Takes(s): 179.8, Count: 92753, OPS: 516.0, Avg(us): 1925, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 56000
UPDATE - Takes(s): 189.8, Count: 98009, OPS: 516.5, Avg(us): 1923, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 56000
UPDATE - Takes(s): 199.8, Count: 103200, OPS: 516.6, Avg(us): 1923, Min(us): 982, Max(us): 231105, 99th(us): 12000, 99.9th(us): 25000, 99.99th(us): 53000
