***************** properties *****************
"scanproportion"="0"
"recordcount"="500000"
"dotransactions"="true"
"operationcount"="500000"
"threadcount"="1"
"tikv.pd"="10.0.0.9:2379"
"updateproportion"="1"
"readallfields"="true"
"readproportion"="0"
"requestdistribution"="zipfian"
"insertproportion"="0"
"workload"="core"
**********************************************
UPDATE - Takes(s): 9.8, Count: 860, OPS: 87.5, Avg(us): 11599, Min(us): 8976, Max(us): 171035, 99th(us): 20000, 99.9th(us): 172000, 99.99th(us): 172000
UPDATE - Takes(s): 19.8, Count: 1744, OPS: 88.0, Avg(us): 11443, Min(us): 8785, Max(us): 171035, 99th(us): 20000, 99.9th(us): 42000, 99.99th(us): 172000
UPDATE - Takes(s): 29.8, Count: 2667, OPS: 89.4, Avg(us): 11224, Min(us): 8656, Max(us): 171035, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 172000
UPDATE - Takes(s): 39.8, Count: 3575, OPS: 89.8, Avg(us): 11164, Min(us): 8656, Max(us): 171035, 99th(us): 18000, 99.9th(us): 29000, 99.99th(us): 172000
UPDATE - Takes(s): 49.8, Count: 4480, OPS: 89.9, Avg(us): 11136, Min(us): 6305, Max(us): 190575, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 191000
UPDATE - Takes(s): 59.8, Count: 5455, OPS: 91.2, Avg(us): 10976, Min(us): 6044, Max(us): 190575, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 191000
UPDATE - Takes(s): 69.8, Count: 6394, OPS: 91.6, Avg(us): 10925, Min(us): 6044, Max(us): 190575, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 191000
UPDATE - Takes(s): 79.8, Count: 7302, OPS: 91.5, Avg(us): 10933, Min(us): 6044, Max(us): 190575, 99th(us): 19000, 99.9th(us): 31000, 99.99th(us): 191000
UPDATE - Takes(s): 89.8, Count: 8209, OPS: 91.4, Avg(us): 10941, Min(us): 6044, Max(us): 190575, 99th(us): 19000, 99.9th(us): 29000, 99.99th(us): 191000
UPDATE - Takes(s): 99.8, Count: 9132, OPS: 91.5, Avg(us): 10928, Min(us): 6044, Max(us): 190575, 99th(us): 19000, 99.9th(us): 29000, 99.99th(us): 191000
UPDATE - Takes(s): 109.8, Count: 10049, OPS: 91.5, Avg(us): 10923, Min(us): 6044, Max(us): 190575, 99th(us): 19000, 99.9th(us): 29000, 99.99th(us): 172000
UPDATE - Takes(s): 119.8, Count: 10976, OPS: 91.6, Avg(us): 10910, Min(us): 6044, Max(us): 190575, 99th(us): 18000, 99.9th(us): 31000, 99.99th(us): 172000
UPDATE - Takes(s): 129.8, Count: 11932, OPS: 91.9, Avg(us): 10872, Min(us): 6044, Max(us): 190575, 99th(us): 18000, 99.9th(us): 31000, 99.99th(us): 172000
UPDATE - Takes(s): 139.8, Count: 12838, OPS: 91.8, Avg(us): 10882, Min(us): 6044, Max(us): 203420, 99th(us): 19000, 99.9th(us): 31000, 99.99th(us): 191000
UPDATE - Takes(s): 149.8, Count: 13847, OPS: 92.4, Avg(us): 10810, Min(us): 6044, Max(us): 203420, 99th(us): 19000, 99.9th(us): 31000, 99.99th(us): 191000
UPDATE - Takes(s): 159.8, Count: 14887, OPS: 93.1, Avg(us): 10725, Min(us): 6032, Max(us): 203420, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 191000
UPDATE - Takes(s): 169.8, Count: 15826, OPS: 93.2, Avg(us): 10719, Min(us): 6032, Max(us): 203420, 99th(us): 19000, 99.9th(us): 31000, 99.99th(us): 191000
UPDATE - Takes(s): 179.8, Count: 16672, OPS: 92.7, Avg(us): 10774, Min(us): 6032, Max(us): 203420, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 191000
UPDATE - Takes(s): 189.8, Count: 17554, OPS: 92.5, Avg(us): 10801, Min(us): 6032, Max(us): 203420, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 191000
UPDATE - Takes(s): 199.8, Count: 18479, OPS: 92.5, Avg(us): 10801, Min(us): 6032, Max(us): 203420, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 191000
