***************** properties *****************
"readproportion"="0"
"tikv.pd"="10.0.0.9:2379"
"workload"="core"
"updateproportion"="1"
"dotransactions"="true"
"threadcount"="1"
"readallfields"="true"
"scanproportion"="0"
"insertproportion"="0"
"operationcount"="500000"
"requestdistribution"="zipfian"
"recordcount"="500000"
**********************************************
UPDATE - Takes(s): 9.8, Count: 865, OPS: 88.2, Avg(us): 11527, Min(us): 6324, Max(us): 220961, 99th(us): 21000, 99.9th(us): 221000, 99.99th(us): 221000
UPDATE - Takes(s): 19.8, Count: 1824, OPS: 92.1, Avg(us): 10939, Min(us): 6140, Max(us): 220961, 99th(us): 20000, 99.9th(us): 192000, 99.99th(us): 221000
UPDATE - Takes(s): 29.8, Count: 2813, OPS: 94.4, Avg(us): 10641, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 221000
UPDATE - Takes(s): 39.8, Count: 3781, OPS: 95.0, Avg(us): 10557, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 38000, 99.99th(us): 221000
UPDATE - Takes(s): 49.8, Count: 4708, OPS: 94.5, Avg(us): 10596, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 37000, 99.99th(us): 221000
UPDATE - Takes(s): 59.8, Count: 5551, OPS: 92.8, Avg(us): 10784, Min(us): 5769, Max(us): 220961, 99th(us): 21000, 99.9th(us): 36000, 99.99th(us): 221000
UPDATE - Takes(s): 69.8, Count: 6534, OPS: 93.6, Avg(us): 10690, Min(us): 5769, Max(us): 220961, 99th(us): 21000, 99.9th(us): 36000, 99.99th(us): 221000
UPDATE - Takes(s): 79.8, Count: 7550, OPS: 94.6, Avg(us): 10573, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 221000
UPDATE - Takes(s): 89.8, Count: 8580, OPS: 95.5, Avg(us): 10466, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 221000
UPDATE - Takes(s): 99.8, Count: 9614, OPS: 96.3, Avg(us): 10379, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 221000
UPDATE - Takes(s): 109.8, Count: 10614, OPS: 96.7, Avg(us): 10341, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 192000
UPDATE - Takes(s): 119.8, Count: 11605, OPS: 96.9, Avg(us): 10317, Min(us): 5769, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 192000
UPDATE - Takes(s): 129.8, Count: 12658, OPS: 97.5, Avg(us): 10247, Min(us): 5680, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 192000
UPDATE - Takes(s): 139.8, Count: 13727, OPS: 98.2, Avg(us): 10176, Min(us): 5582, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 192000
UPDATE - Takes(s): 149.8, Count: 14794, OPS: 98.8, Avg(us): 10117, Min(us): 5582, Max(us): 220961, 99th(us): 20000, 99.9th(us): 32000, 99.99th(us): 192000
