***************** properties *****************
"updateproportion"="1"
"readproportion"="0"
"recordcount"="500000"
"dotransactions"="true"
"operationcount"="500000"
"requestdistribution"="uniform"
"insertproportion"="0"
"scanproportion"="0"
"workload"="core"
"tikv.pd"="10.0.0.5:2379"
"readallfields"="true"
**********************************************
UPDATE - Takes(s): 9.8, Count: 4765, OPS: 485.9, Avg(us): 2081, Min(us): 1035, Max(us): 194551, 99th(us): 18000, 99.9th(us): 37000, 99.99th(us): 195000
UPDATE - Takes(s): 19.8, Count: 9707, OPS: 490.1, Avg(us): 2043, Min(us): 1003, Max(us): 194551, 99th(us): 16000, 99.9th(us): 32000, 99.99th(us): 195000
UPDATE - Takes(s): 29.8, Count: 14771, OPS: 495.6, Avg(us): 2013, Min(us): 1003, Max(us): 194551, 99th(us): 15000, 99.9th(us): 33000, 99.99th(us): 54000
UPDATE - Takes(s): 39.8, Count: 19836, OPS: 498.3, Avg(us): 1999, Min(us): 1003, Max(us): 194551, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 54000
UPDATE - Takes(s): 49.8, Count: 24875, OPS: 499.4, Avg(us): 1993, Min(us): 1003, Max(us): 194551, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 51000
UPDATE - Takes(s): 59.8, Count: 29884, OPS: 499.7, Avg(us): 1990, Min(us): 1003, Max(us): 194551, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 69.8, Count: 34957, OPS: 500.8, Avg(us): 1985, Min(us): 1003, Max(us): 194551, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 79.8, Count: 40032, OPS: 501.6, Avg(us): 1981, Min(us): 1003, Max(us): 194551, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 51000
UPDATE - Takes(s): 89.8, Count: 45282, OPS: 504.2, Avg(us): 1970, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 30000, 99.99th(us): 53000
UPDATE - Takes(s): 99.8, Count: 50421, OPS: 505.2, Avg(us): 1966, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 30000, 99.99th(us): 53000
UPDATE - Takes(s): 109.8, Count: 55468, OPS: 505.1, Avg(us): 1966, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 119.8, Count: 60586, OPS: 505.7, Avg(us): 1963, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 30000, 99.99th(us): 51000
UPDATE - Takes(s): 129.8, Count: 65631, OPS: 505.6, Avg(us): 1964, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 51000
UPDATE - Takes(s): 139.8, Count: 70708, OPS: 505.8, Avg(us): 1963, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 51000
UPDATE - Takes(s): 149.8, Count: 75891, OPS: 506.6, Avg(us): 1959, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 30000, 99.99th(us): 53000
UPDATE - Takes(s): 159.8, Count: 80837, OPS: 505.8, Avg(us): 1962, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 54000
UPDATE - Takes(s): 169.8, Count: 85805, OPS: 505.3, Avg(us): 1964, Min(us): 1003, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 54000
UPDATE - Takes(s): 179.8, Count: 90959, OPS: 505.9, Avg(us): 1962, Min(us): 972, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 189.8, Count: 96279, OPS: 507.2, Avg(us): 1957, Min(us): 972, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 199.8, Count: 101397, OPS: 507.5, Avg(us): 1956, Min(us): 972, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 209.8, Count: 106500, OPS: 507.6, Avg(us): 1955, Min(us): 972, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 54000
UPDATE - Takes(s): 219.8, Count: 111617, OPS: 507.8, Avg(us): 1954, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 54000
UPDATE - Takes(s): 229.8, Count: 116674, OPS: 507.7, Avg(us): 1954, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 54000
UPDATE - Takes(s): 239.8, Count: 121813, OPS: 508.0, Avg(us): 1953, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 249.8, Count: 127108, OPS: 508.8, Avg(us): 1950, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 259.8, Count: 132172, OPS: 508.7, Avg(us): 1950, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 269.8, Count: 137380, OPS: 509.2, Avg(us): 1948, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 53000
UPDATE - Takes(s): 279.8, Count: 142511, OPS: 509.3, Avg(us): 1948, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 52000
UPDATE - Takes(s): 289.8, Count: 147677, OPS: 509.6, Avg(us): 1947, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 51000
UPDATE - Takes(s): 299.8, Count: 152746, OPS: 509.5, Avg(us): 1947, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 51000
UPDATE - Takes(s): 309.8, Count: 157919, OPS: 509.7, Avg(us): 1946, Min(us): 925, Max(us): 194551, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 52000
