***************** properties *****************
"workload"="core"
"readproportion"="0"
"readallfields"="true"
"operationcount"="5000000"
"recordcount"="1200000"
"scanproportion"="0"
"insertproportion"="0"
"updateproportion"="1"
"tikv.pd"="10.0.0.22:2379"
"threadcount"="512"
"requestdistribution"="zipfian"
"dotransactions"="true"
**********************************************
UPDATE - Takes(s): 9.7, Count: 75932, OPS: 7796.2, Avg(us): 67071, Min(us): 16774, Max(us): 325536, 99th(us): 258000, 99.9th(us): 307000, 99.99th(us): 321000
UPDATE - Takes(s): 19.7, Count: 151941, OPS: 7697.3, Avg(us): 67260, Min(us): 15504, Max(us): 977937, 99th(us): 228000, 99.9th(us): 971000, 99.99th(us): 978000
UPDATE - Takes(s): 29.7, Count: 203581, OPS: 6844.7, Avg(us): 75286, Min(us): 15504, Max(us): 977937, 99th(us): 311000, 99.9th(us): 966000, 99.99th(us): 977000
UPDATE - Takes(s): 39.7, Count: 281886, OPS: 7093.3, Avg(us): 72556, Min(us): 15504, Max(us): 977937, 99th(us): 284000, 99.9th(us): 954000, 99.99th(us): 977000
UPDATE - Takes(s): 49.7, Count: 349917, OPS: 7035.0, Avg(us): 73076, Min(us): 15504, Max(us): 977937, 99th(us): 322000, 99.9th(us): 950000, 99.99th(us): 976000
UPDATE - Takes(s): 59.7, Count: 425798, OPS: 7127.4, Avg(us): 72095, Min(us): 15504, Max(us): 977937, 99th(us): 313000, 99.9th(us): 945000, 99.99th(us): 975000
UPDATE - Takes(s): 69.7, Count: 499809, OPS: 7166.6, Avg(us): 71654, Min(us): 14877, Max(us): 977937, 99th(us): 305000, 99.9th(us): 922000, 99.99th(us): 976000
UPDATE - Takes(s): 79.7, Count: 574688, OPS: 7206.9, Avg(us): 71226, Min(us): 14877, Max(us): 977937, 99th(us): 298000, 99.9th(us): 834000, 99.99th(us): 975000
UPDATE - Takes(s): 89.7, Count: 650676, OPS: 7250.7, Avg(us): 70760, Min(us): 14877, Max(us): 977937, 99th(us): 291000, 99.9th(us): 814000, 99.99th(us): 975000
UPDATE - Takes(s): 99.7, Count: 683898, OPS: 6856.8, Avg(us): 74810, Min(us): 14877, Max(us): 977937, 99th(us): 312000, 99.9th(us): 893000, 99.99th(us): 975000
UPDATE - Takes(s): 109.7, Count: 759014, OPS: 6916.1, Avg(us): 74157, Min(us): 14877, Max(us): 977937, 99th(us): 309000, 99.9th(us): 879000, 99.99th(us): 973000
