***************** properties *****************
"requestdistribution"="zipfian"
"threadcount"="512"
"operationcount"="5000000"
"tikv.pd"="10.0.0.5:2379"
"dotransactions"="true"
"workload"="core"
"readallfields"="true"
"updateproportion"="1"
"scanproportion"="0"
"recordcount"="1200000"
"readproportion"="0"
"insertproportion"="0"
**********************************************
UPDATE - Takes(s): 9.7, Count: 58983, OPS: 6051.1, Avg(us): 86359, Min(us): 14491, Max(us): 366307, 99th(us): 203000, 99.9th(us): 348000, 99.99th(us): 363000
UPDATE - Takes(s): 19.7, Count: 116326, OPS: 5890.7, Avg(us): 87720, Min(us): 13754, Max(us): 986022, 99th(us): 347000, 99.9th(us): 947000, 99.99th(us): 979000
UPDATE - Takes(s): 29.7, Count: 180436, OPS: 6065.6, Avg(us): 83269, Min(us): 12075, Max(us): 986022, 99th(us): 233000, 99.9th(us): 925000, 99.99th(us): 977000
UPDATE - Takes(s): 39.7, Count: 212799, OPS: 5353.8, Avg(us): 96072, Min(us): 12075, Max(us): 1280319, 99th(us): 612000, 99.9th(us): 1242000, 99.99th(us): 1261000
UPDATE - Takes(s): 49.7, Count: 278143, OPS: 5591.1, Avg(us): 91958, Min(us): 12075, Max(us): 1280319, 99th(us): 362000, 99.9th(us): 1231000, 99.99th(us): 1260000
UPDATE - Takes(s): 59.7, Count: 316027, OPS: 5289.3, Avg(us): 97109, Min(us): 9302, Max(us): 1675580, 99th(us): 806000, 99.9th(us): 1334000, 99.99th(us): 1533000
UPDATE - Takes(s): 69.7, Count: 381513, OPS: 5469.9, Avg(us): 93878, Min(us): 9302, Max(us): 1675580, 99th(us): 623000, 99.9th(us): 1329000, 99.99th(us): 1530000
UPDATE - Takes(s): 79.7, Count: 423850, OPS: 5314.9, Avg(us): 96486, Min(us): 9302, Max(us): 1675580, 99th(us): 718000, 99.9th(us): 1317000, 99.99th(us): 1525000
UPDATE - Takes(s): 89.7, Count: 483402, OPS: 5386.2, Avg(us): 95234, Min(us): 7724, Max(us): 1675580, 99th(us): 709000, 99.9th(us): 1301000, 99.99th(us): 1517000
UPDATE - Takes(s): 99.7, Count: 535215, OPS: 5365.7, Avg(us): 95584, Min(us): 7724, Max(us): 1675580, 99th(us): 784000, 99.9th(us): 1296000, 99.99th(us): 1511000
UPDATE - Takes(s): 109.7, Count: 595544, OPS: 5426.5, Avg(us): 94525, Min(us): 7724, Max(us): 1675580, 99th(us): 767000, 99.9th(us): 1284000, 99.99th(us): 1509000
UPDATE - Takes(s): 119.7, Count: 644479, OPS: 5382.0, Avg(us): 95284, Min(us): 7724, Max(us): 1675580, 99th(us): 791000, 99.9th(us): 1342000, 99.99th(us): 1501000
UPDATE - Takes(s): 129.7, Count: 673552, OPS: 5191.2, Avg(us): 98742, Min(us): 7724, Max(us): 1675580, 99th(us): 795000, 99.9th(us): 1338000, 99.99th(us): 1468000
