***************** properties *****************
"scanproportion"="0"
"requestdistribution"="uniform"
"recordcount"="500000"
"insertproportion"="0"
"dotransactions"="true"
"updateproportion"="1"
"operationcount"="500000"
"readallfields"="true"
"workload"="core"
"readproportion"="0"
"tikv.pd"="10.0.0.5:2379"
**********************************************
UPDATE - Takes(s): 9.8, Count: 927, OPS: 94.5, Avg(us): 10772, Min(us): 6181, Max(us): 228334, 99th(us): 20000, 99.9th(us): 229000, 99.99th(us): 229000
UPDATE - Takes(s): 19.8, Count: 1863, OPS: 94.0, Avg(us): 10718, Min(us): 5991, Max(us): 228334, 99th(us): 19000, 99.9th(us): 188000, 99.99th(us): 229000
UPDATE - Takes(s): 29.8, Count: 2858, OPS: 95.9, Avg(us): 10481, Min(us): 5991, Max(us): 228334, 99th(us): 19000, 99.9th(us): 38000, 99.99th(us): 229000
UPDATE - Takes(s): 39.8, Count: 3824, OPS: 96.0, Avg(us): 10445, Min(us): 5991, Max(us): 228334, 99th(us): 19000, 99.9th(us): 36000, 99.99th(us): 229000
UPDATE - Takes(s): 49.8, Count: 4767, OPS: 95.7, Avg(us): 10473, Min(us): 5991, Max(us): 231044, 99th(us): 19000, 99.9th(us): 36000, 99.99th(us): 232000
UPDATE - Takes(s): 59.8, Count: 5790, OPS: 96.8, Avg(us): 10346, Min(us): 5991, Max(us): 231044, 99th(us): 19000, 99.9th(us): 36000, 99.99th(us): 232000
UPDATE - Takes(s): 69.8, Count: 6814, OPS: 97.6, Avg(us): 10257, Min(us): 5991, Max(us): 231044, 99th(us): 19000, 99.9th(us): 34000, 99.99th(us): 232000
UPDATE - Takes(s): 79.8, Count: 7715, OPS: 96.7, Avg(us): 10353, Min(us): 5991, Max(us): 231044, 99th(us): 20000, 99.9th(us): 35000, 99.99th(us): 232000
UPDATE - Takes(s): 89.8, Count: 8696, OPS: 96.8, Avg(us): 10333, Min(us): 5960, Max(us): 231044, 99th(us): 20000, 99.9th(us): 35000, 99.99th(us): 232000
UPDATE - Takes(s): 99.8, Count: 9702, OPS: 97.2, Avg(us): 10291, Min(us): 5960, Max(us): 231044, 99th(us): 20000, 99.9th(us): 34000, 99.99th(us): 232000
UPDATE - Takes(s): 109.8, Count: 10725, OPS: 97.7, Avg(us): 10241, Min(us): 5960, Max(us): 231044, 99th(us): 19000, 99.9th(us): 34000, 99.99th(us): 229000
UPDATE - Takes(s): 119.8, Count: 11720, OPS: 97.8, Avg(us): 10223, Min(us): 5960, Max(us): 231044, 99th(us): 19000, 99.9th(us): 34000, 99.99th(us): 229000
UPDATE - Takes(s): 129.8, Count: 12755, OPS: 98.3, Avg(us): 10177, Min(us): 5820, Max(us): 231044, 99th(us): 19000, 99.9th(us): 34000, 99.99th(us): 229000
UPDATE - Takes(s): 139.8, Count: 13797, OPS: 98.7, Avg(us): 10131, Min(us): 5820, Max(us): 231044, 99th(us): 19000, 99.9th(us): 34000, 99.99th(us): 229000
UPDATE - Takes(s): 149.8, Count: 14818, OPS: 98.9, Avg(us): 10107, Min(us): 5820, Max(us): 231044, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 229000
UPDATE - Takes(s): 159.8, Count: 15830, OPS: 99.1, Avg(us): 10092, Min(us): 5820, Max(us): 231044, 99th(us): 19000, 99.9th(us): 32000, 99.99th(us): 229000
