***************** properties *****************
"tikv.pd"="10.0.0.5:2379"
"workload"="core"
"threadcount"="512"
"insertproportion"="0"
"updateproportion"="1"
"requestdistribution"="zipfian"
"recordcount"="1200000"
"operationcount"="5000000"
"readallfields"="true"
"readproportion"="0"
"scanproportion"="0"
"dotransactions"="true"
**********************************************
UPDATE - Takes(s): 9.7, Count: 74136, OPS: 7633.9, Avg(us): 68786, Min(us): 17344, Max(us): 658308, 99th(us): 331000, 99.9th(us): 638000, 99.99th(us): 656000
UPDATE - Takes(s): 19.7, Count: 153903, OPS: 7807.8, Avg(us): 66393, Min(us): 15145, Max(us): 975205, 99th(us): 280000, 99.9th(us): 938000, 99.99th(us): 968000
UPDATE - Takes(s): 29.7, Count: 204839, OPS: 6894.2, Avg(us): 74929, Min(us): 15145, Max(us): 975205, 99th(us): 382000, 99.9th(us): 935000, 99.99th(us): 965000
UPDATE - Takes(s): 39.7, Count: 283995, OPS: 7151.5, Avg(us): 71114, Min(us): 15145, Max(us): 975205, 99th(us): 311000, 99.9th(us): 922000, 99.99th(us): 964000
UPDATE - Takes(s): 49.7, Count: 361623, OPS: 7274.4, Avg(us): 70718, Min(us): 15145, Max(us): 975205, 99th(us): 318000, 99.9th(us): 919000, 99.99th(us): 958000
UPDATE - Takes(s): 59.7, Count: 431642, OPS: 7228.8, Avg(us): 71116, Min(us): 15145, Max(us): 975205, 99th(us): 341000, 99.9th(us): 902000, 99.99th(us): 956000
UPDATE - Takes(s): 69.7, Count: 513006, OPS: 7357.6, Avg(us): 69822, Min(us): 14938, Max(us): 1270347, 99th(us): 319000, 99.9th(us): 820000, 99.99th(us): 955000
UPDATE - Takes(s): 79.7, Count: 591245, OPS: 7417.3, Avg(us): 69221, Min(us): 14938, Max(us): 1270347, 99th(us): 308000, 99.9th(us): 816000, 99.99th(us): 954000
UPDATE - Takes(s): 89.7, Count: 660211, OPS: 7359.3, Avg(us): 69649, Min(us): 14938, Max(us): 1859701, 99th(us): 322000, 99.9th(us): 817000, 99.99th(us): 953000
UPDATE - Takes(s): 99.7, Count: 706907, OPS: 7089.5, Avg(us): 72340, Min(us): 14938, Max(us): 1859701, 99th(us): 312000, 99.9th(us): 816000, 99.99th(us): 953000
UPDATE - Takes(s): 109.7, Count: 780450, OPS: 7113.7, Avg(us): 72126, Min(us): 14938, Max(us): 1859701, 99th(us): 323000, 99.9th(us): 814000, 99.99th(us): 952000
