***************** properties *****************
"updateproportion"="1"
"readproportion"="0"
"operationcount"="500000"
"recordcount"="500000"
"tikv.pd"="10.0.0.5:2379"
"dotransactions"="true"
"requestdistribution"="uniform"
"workload"="core"
"scanproportion"="0"
"insertproportion"="0"
"readallfields"="true"
**********************************************
UPDATE - Takes(s): 9.8, Count: 5991, OPS: 611.1, Avg(us): 1651, Min(us): 721, Max(us): 205624, 99th(us): 16000, 99.9th(us): 35000, 99.99th(us): 206000
UPDATE - Takes(s): 19.8, Count: 12406, OPS: 626.5, Avg(us): 1597, Min(us): 721, Max(us): 205624, 99th(us): 16000, 99.9th(us): 34000, 99.99th(us): 198000
UPDATE - Takes(s): 29.8, Count: 19406, OPS: 651.1, Avg(us): 1531, Min(us): 721, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 198000
UPDATE - Takes(s): 39.8, Count: 25738, OPS: 646.6, Avg(us): 1539, Min(us): 721, Max(us): 205624, 99th(us): 15000, 99.9th(us): 33000, 99.99th(us): 185000
UPDATE - Takes(s): 49.8, Count: 32120, OPS: 644.9, Avg(us): 1541, Min(us): 721, Max(us): 205624, 99th(us): 15000, 99.9th(us): 33000, 99.99th(us): 57000
UPDATE - Takes(s): 59.8, Count: 38789, OPS: 648.6, Avg(us): 1531, Min(us): 721, Max(us): 205624, 99th(us): 16000, 99.9th(us): 33000, 99.99th(us): 57000
UPDATE - Takes(s): 69.8, Count: 45595, OPS: 653.2, Avg(us): 1520, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 33000, 99.99th(us): 45000
UPDATE - Takes(s): 79.8, Count: 52395, OPS: 656.6, Avg(us): 1512, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 45000
UPDATE - Takes(s): 89.8, Count: 59020, OPS: 657.2, Avg(us): 1510, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 45000
UPDATE - Takes(s): 99.8, Count: 65686, OPS: 658.2, Avg(us): 1507, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 44000
UPDATE - Takes(s): 109.8, Count: 72118, OPS: 656.8, Avg(us): 1510, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 45000
UPDATE - Takes(s): 119.8, Count: 78713, OPS: 657.0, Avg(us): 1509, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 45000
UPDATE - Takes(s): 129.8, Count: 85461, OPS: 658.4, Avg(us): 1506, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 45000
UPDATE - Takes(s): 139.8, Count: 91950, OPS: 657.7, Avg(us): 1507, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 45000
UPDATE - Takes(s): 149.8, Count: 98590, OPS: 658.1, Avg(us): 1506, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 31000, 99.99th(us): 45000
UPDATE - Takes(s): 159.8, Count: 105103, OPS: 657.7, Avg(us): 1507, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 45000
UPDATE - Takes(s): 169.8, Count: 112120, OPS: 660.3, Avg(us): 1501, Min(us): 691, Max(us): 205624, 99th(us): 15000, 99.9th(us): 32000, 99.99th(us): 45000
UPDATE - Takes(s): 179.8, Count: 119328, OPS: 663.7, Avg(us): 1493, Min(us): 691, Max(us): 205624, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 45000
UPDATE - Takes(s): 189.8, Count: 126214, OPS: 665.0, Avg(us): 1490, Min(us): 691, Max(us): 205624, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 46000
UPDATE - Takes(s): 199.8, Count: 132908, OPS: 665.2, Avg(us): 1490, Min(us): 691, Max(us): 205624, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 45000
UPDATE - Takes(s): 209.8, Count: 139669, OPS: 665.7, Avg(us): 1488, Min(us): 691, Max(us): 205624, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 46000
UPDATE - Takes(s): 219.8, Count: 146461, OPS: 666.3, Avg(us): 1487, Min(us): 691, Max(us): 205624, 99th(us): 14000, 99.9th(us): 31000, 99.99th(us): 45000
UPDATE - Takes(s): 229.8, Count: 153706, OPS: 668.9, Avg(us): 1481, Min(us): 691, Max(us): 210660, 99th(us): 13000, 99.9th(us): 31000, 99.99th(us): 46000
UPDATE - Takes(s): 239.8, Count: 161146, OPS: 672.0, Avg(us): 1474, Min(us): 691, Max(us): 210660, 99th(us): 13000, 99.9th(us): 31000, 99.99th(us): 45000
