***************** properties *****************
"operationcount"="500000"
"scanproportion"="0"
"workload"="core"
"threadcount"="1"
"readallfields"="true"
"tikv.pd"="10.0.0.9:2379"
"readproportion"="0"
"dotransactions"="true"
"updateproportion"="1"
"insertproportion"="0"
"recordcount"="500000"
"requestdistribution"="uniform"
**********************************************
UPDATE - Takes(s): 9.8, Count: 299, OPS: 30.4, Avg(us): 33394, Min(us): 7350, Max(us): 358404, 99th(us): 230000, 99.9th(us): 359000, 99.99th(us): 359000
UPDATE - Takes(s): 19.8, Count: 575, OPS: 29.0, Avg(us): 34584, Min(us): 7281, Max(us): 706615, 99th(us): 205000, 99.9th(us): 707000, 99.99th(us): 707000
UPDATE - Takes(s): 29.8, Count: 900, OPS: 30.2, Avg(us): 33306, Min(us): 7088, Max(us): 706615, 99th(us): 204000, 99.9th(us): 707000, 99.99th(us): 707000
UPDATE - Takes(s): 39.8, Count: 1242, OPS: 31.2, Avg(us): 32176, Min(us): 6722, Max(us): 706615, 99th(us): 198000, 99.9th(us): 650000, 99.99th(us): 707000
UPDATE - Takes(s): 49.8, Count: 1579, OPS: 31.7, Avg(us): 31637, Min(us): 6722, Max(us): 718590, 99th(us): 183000, 99.9th(us): 707000, 99.99th(us): 719000
UPDATE - Takes(s): 59.8, Count: 1928, OPS: 32.2, Avg(us): 31061, Min(us): 6722, Max(us): 718590, 99th(us): 175000, 99.9th(us): 707000, 99.99th(us): 719000
UPDATE - Takes(s): 69.8, Count: 2277, OPS: 32.6, Avg(us): 30711, Min(us): 6722, Max(us): 718590, 99th(us): 177000, 99.9th(us): 650000, 99.99th(us): 719000
UPDATE - Takes(s): 79.8, Count: 2645, OPS: 33.1, Avg(us): 30218, Min(us): 6722, Max(us): 718590, 99th(us): 174000, 99.9th(us): 707000, 99.99th(us): 719000
UPDATE - Takes(s): 89.8, Count: 3009, OPS: 33.5, Avg(us): 29840, Min(us): 6722, Max(us): 787077, 99th(us): 175000, 99.9th(us): 707000, 99.99th(us): 788000
UPDATE - Takes(s): 99.8, Count: 3355, OPS: 33.6, Avg(us): 29764, Min(us): 6722, Max(us): 787077, 99th(us): 175000, 99.9th(us): 707000, 99.99th(us): 788000
UPDATE - Takes(s): 109.8, Count: 3769, OPS: 34.3, Avg(us): 29129, Min(us): 6694, Max(us): 863559, 99th(us): 174000, 99.9th(us): 708000, 99.99th(us): 864000
UPDATE - Takes(s): 119.8, Count: 4149, OPS: 34.6, Avg(us): 28888, Min(us): 6276, Max(us): 893908, 99th(us): 172000, 99.9th(us): 708000, 99.99th(us): 894000
UPDATE - Takes(s): 129.8, Count: 4539, OPS: 35.0, Avg(us): 28592, Min(us): 6276, Max(us): 893908, 99th(us): 171000, 99.9th(us): 708000, 99.99th(us): 894000
UPDATE - Takes(s): 139.8, Count: 4797, OPS: 34.3, Avg(us): 29159, Min(us): 6276, Max(us): 893908, 99th(us): 171000, 99.9th(us): 708000, 99.99th(us): 894000
UPDATE - Takes(s): 149.8, Count: 5005, OPS: 33.4, Avg(us): 29931, Min(us): 6276, Max(us): 893908, 99th(us): 171000, 99.9th(us): 707000, 99.99th(us): 894000
UPDATE - Takes(s): 159.8, Count: 5355, OPS: 33.5, Avg(us): 29838, Min(us): 6276, Max(us): 893908, 99th(us): 171000, 99.9th(us): 707000, 99.99th(us): 894000
UPDATE - Takes(s): 169.8, Count: 5810, OPS: 34.2, Avg(us): 29225, Min(us): 6112, Max(us): 945893, 99th(us): 170000, 99.9th(us): 708000, 99.99th(us): 946000
UPDATE - Takes(s): 179.8, Count: 6226, OPS: 34.6, Avg(us): 28885, Min(us): 6112, Max(us): 945893, 99th(us): 169000, 99.9th(us): 707000, 99.99th(us): 946000
