***************** properties *****************
"scanproportion"="0"
"dotransactions"="true"
"recordcount"="500000"
"requestdistribution"="uniform"
"readallfields"="true"
"insertproportion"="0"
"operationcount"="500000"
"updateproportion"="1"
"tikv.pd"="10.0.0.5:2379"
"workload"="core"
"readproportion"="0"
**********************************************
UPDATE - Takes(s): 9.8, Count: 875, OPS: 89.1, Avg(us): 11405, Min(us): 9112, Max(us): 183072, 99th(us): 18000, 99.9th(us): 184000, 99.99th(us): 184000
UPDATE - Takes(s): 19.8, Count: 1767, OPS: 89.2, Avg(us): 11301, Min(us): 8775, Max(us): 183072, 99th(us): 17000, 99.9th(us): 33000, 99.99th(us): 184000
UPDATE - Takes(s): 29.8, Count: 2647, OPS: 88.8, Avg(us): 11317, Min(us): 8604, Max(us): 183072, 99th(us): 17000, 99.9th(us): 33000, 99.99th(us): 184000
UPDATE - Takes(s): 39.8, Count: 3536, OPS: 88.8, Avg(us): 11294, Min(us): 6399, Max(us): 183072, 99th(us): 17000, 99.9th(us): 31000, 99.99th(us): 184000
UPDATE - Takes(s): 49.8, Count: 4343, OPS: 87.2, Avg(us): 11496, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 31000, 99.99th(us): 184000
UPDATE - Takes(s): 59.8, Count: 5226, OPS: 87.4, Avg(us): 11463, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 184000
UPDATE - Takes(s): 69.8, Count: 6140, OPS: 87.9, Avg(us): 11385, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 31000, 99.99th(us): 184000
UPDATE - Takes(s): 79.8, Count: 7040, OPS: 88.2, Avg(us): 11347, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 31000, 99.99th(us): 184000
UPDATE - Takes(s): 89.8, Count: 7922, OPS: 88.2, Avg(us): 11344, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 33000, 99.99th(us): 184000
UPDATE - Takes(s): 99.8, Count: 8824, OPS: 88.4, Avg(us): 11316, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 31000, 99.99th(us): 184000
UPDATE - Takes(s): 109.8, Count: 9752, OPS: 88.8, Avg(us): 11264, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 31000, 99.99th(us): 184000
UPDATE - Takes(s): 119.8, Count: 10657, OPS: 88.9, Avg(us): 11244, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 129.8, Count: 11579, OPS: 89.2, Avg(us): 11211, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 139.8, Count: 12451, OPS: 89.1, Avg(us): 11228, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 149.8, Count: 13357, OPS: 89.2, Avg(us): 11214, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 159.8, Count: 14234, OPS: 89.1, Avg(us): 11224, Min(us): 6399, Max(us): 183072, 99th(us): 18000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 169.8, Count: 15040, OPS: 88.6, Avg(us): 11287, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 179.8, Count: 15902, OPS: 88.4, Avg(us): 11303, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 189.8, Count: 16805, OPS: 88.5, Avg(us): 11290, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 199.8, Count: 17695, OPS: 88.6, Avg(us): 11287, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 209.8, Count: 18591, OPS: 88.6, Avg(us): 11280, Min(us): 6399, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 219.8, Count: 19397, OPS: 88.2, Avg(us): 11326, Min(us): 6346, Max(us): 183072, 99th(us): 19000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 229.8, Count: 20173, OPS: 87.8, Avg(us): 11385, Min(us): 6346, Max(us): 183072, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 239.8, Count: 20902, OPS: 87.2, Avg(us): 11466, Min(us): 6346, Max(us): 183072, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 249.8, Count: 21793, OPS: 87.2, Avg(us): 11455, Min(us): 6346, Max(us): 183072, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 259.8, Count: 22644, OPS: 87.2, Avg(us): 11466, Min(us): 6346, Max(us): 183072, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 50000
UPDATE - Takes(s): 269.8, Count: 23537, OPS: 87.2, Avg(us): 11455, Min(us): 6346, Max(us): 183072, 99th(us): 20000, 99.9th(us): 33000, 99.99th(us): 50000
