***************** properties *****************
"recordcount"="500000"
"operationcount"="500000"
"threadcount"="1"
"readallfields"="true"
"dotransactions"="true"
"requestdistribution"="zipfian"
"insertproportion"="0"
"updateproportion"="1"
"tikv.pd"="10.0.0.22:2379"
"workload"="core"
"readproportion"="0"
"scanproportion"="0"
**********************************************
UPDATE - Takes(s): 9.8, Count: 817, OPS: 83.4, Avg(us): 12209, Min(us): 9409, Max(us): 207487, 99th(us): 17000, 99.9th(us): 208000, 99.99th(us): 208000
UPDATE - Takes(s): 19.8, Count: 1653, OPS: 83.5, Avg(us): 12073, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 28000, 99.99th(us): 208000
UPDATE - Takes(s): 29.8, Count: 2470, OPS: 82.9, Avg(us): 12123, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 28000, 99.99th(us): 208000
UPDATE - Takes(s): 39.8, Count: 3302, OPS: 83.0, Avg(us): 12090, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 28000, 99.99th(us): 208000
UPDATE - Takes(s): 49.8, Count: 4136, OPS: 83.1, Avg(us): 12065, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 29000, 99.99th(us): 208000
UPDATE - Takes(s): 59.8, Count: 4979, OPS: 83.3, Avg(us): 12027, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 29000, 99.99th(us): 208000
UPDATE - Takes(s): 69.8, Count: 5829, OPS: 83.5, Avg(us): 11986, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 29000, 99.99th(us): 208000
UPDATE - Takes(s): 79.8, Count: 6678, OPS: 83.7, Avg(us): 11957, Min(us): 8158, Max(us): 207487, 99th(us): 18000, 99.9th(us): 29000, 99.99th(us): 208000
UPDATE - Takes(s): 89.8, Count: 7486, OPS: 83.4, Avg(us): 11999, Min(us): 8158, Max(us): 207487, 99th(us): 19000, 99.9th(us): 29000, 99.99th(us): 208000
UPDATE - Takes(s): 99.8, Count: 8324, OPS: 83.4, Avg(us): 11990, Min(us): 8158, Max(us): 207487, 99th(us): 19000, 99.9th(us): 29000, 99.99th(us): 208000
UPDATE - Takes(s): 109.8, Count: 9168, OPS: 83.5, Avg(us): 11976, Min(us): 7510, Max(us): 207487, 99th(us): 19000, 99.9th(us): 28000, 99.99th(us): 208000
UPDATE - Takes(s): 119.8, Count: 10004, OPS: 83.5, Avg(us): 11973, Min(us): 7510, Max(us): 207487, 99th(us): 19000, 99.9th(us): 29000, 99.99th(us): 161000
UPDATE - Takes(s): 129.8, Count: 10826, OPS: 83.4, Avg(us): 11985, Min(us): 7347, Max(us): 207487, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 161000
UPDATE - Takes(s): 139.8, Count: 11652, OPS: 83.4, Avg(us): 11993, Min(us): 7347, Max(us): 207487, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 161000
UPDATE - Takes(s): 149.8, Count: 12480, OPS: 83.3, Avg(us): 11997, Min(us): 7347, Max(us): 207487, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 161000
UPDATE - Takes(s): 159.8, Count: 13291, OPS: 83.2, Avg(us): 12015, Min(us): 7347, Max(us): 207487, 99th(us): 19000, 99.9th(us): 30000, 99.99th(us): 161000
